,BIN Number,Inspector ID,R.Section of Law,R.I_CODE,R.New I_CODE
820,4617764,2879,17,7,6
821,3426102,2982,17,7,6
822,4015572,3084,17,7,6
823,1064203,2839,17,7,6
824,1064203,2839,17,7,6
825,3425737,3048,17,7,6
826,4015251,3084,17,7,6
827,1022616,3053,17,7,6
828,3137744,3055,17,7,6
829,3060760,2865,17,7,6
830,4018042,2884,17,7,6
831,3136388,2989,17,7,6
832,1064203,2619,17,7,6
833,4618904,3141,17,7,6
834,3005226,3047,17,7,6
835,4619565,3133,17,7,6
836,3421365,2881,17,7,6
837,3421367,2881,17,7,6
838,4617924,3050,17,7,6
839,4619694,3050,17,7,6
840,2128732,2868,17,7,6
841,3426592,2783,17,7,6
842,1064203,2868,17,7,6
843,3012274,3044,17,7,6
844,1001406,3086,17,7,6
845,3229646,3085,17,7,6
846,3057558,3048,17,7,6
847,4072423,2884,17,7,6
848,1059488,3047,17,7,6
849,3056030,3048,17,7,6
850,3425084,2984,17,7,6
851,3057324,3044,17,7,6
852,3323961,3047,17,7,6
853,3426056,2987,17,7,6
854,4008677,3044,17,7,6
855,4595634,3059,17,7,6
856,4617822,3059,17,7,6
857,3039681,3047,17,7,6
858,4311413,2884,17,7,6
859,1001406,3068,17,7,6
860,1084029,3080,17,7,6
861,3425783,3051,17,7,6
862,5006645,3044,17,7,6
863,3159643,2984,17,7,6
864,3030669,2829,17,7,6
865,4617822,3059,17,7,6
866,4619457,2879,17,7,6
867,4619565,2987,17,7,6
868,3138751,2984,17,7,6
869,3042894,2879,17,7,6
870,3336057,3048,17,7,6
871,3338648,2989,17,7,6
872,4144471,3059,17,7,6
873,4014321,2879,17,7,6
874,3057751,2982,17,7,6
875,4017003,3084,17,7,6
876,3152412,3047,17,7,6
877,3068086,2978,17,7,6
878,3832866,3059,17,7,6
879,4004559,3084,17,7,6
880,4619565,3084,17,7,6
881,4005639,3048,17,7,6
882,2130350,2989,17,7,6
883,1042046,3047,17,7,6
884,1087279,2987,17,7,6
885,3156347,2984,17,7,6
886,3398580,2884,17,7,6
887,3254185,2879,17,7,6
888,4102673,3051,17,7,6
889,2001327,2865,17,7,6
890,1001406,3129,17,7,6
891,2128826,2783,17,7,6
892,4014094,3059,17,7,6
893,1084029,3129,17,7,6
894,1003481,3050,17,7,6
895,4623050,2841,17,7,6
896,1025442,3048,17,7,6
897,3164807,2984,17,7,6
898,1017914,2868,17,7,6
899,4596010,2879,17,7,6
900,3203146,2801,17,7,6
901,1090220,2958,17,7,6
902,1090220,2958,17,7,6
903,1040722,3050,17,7,6
904,3065902,3076,17,7,6
905,3030662,3055,17,7,6
906,3032968,2884,17,7,6
907,4618508,3047,17,7,6
908,4053651,3044,17,7,6
909,1026772,3085,17,7,6
910,3392149,2801,17,7,6
911,1054628,3048,17,7,6
912,1081593,2796,17,7,6
913,4053651,3044,17,7,6
914,3157206,3044,17,7,6
915,3031866,2841,17,7,6
916,3060187,2976,17,7,6
917,3425001,2884,17,7,6
918,1090710,3050,17,7,6
919,1064203,2884,17,7,6
920,4030300,3084,17,7,6
921,2128739,2865,17,7,6
922,2129123,2865,17,7,6
923,3074542,2987,17,7,6
924,3428543,2879,17,7,6
925,2112996,2989,17,7,6
926,1090651,3048,17,7,6
927,3398245,2982,17,7,6
928,4097918,3077,17,7,6
929,4617675,2829,17,7,6
930,3330615,3085,17,7,6
931,3077017,3084,17,7,6
932,4114909,3084,17,7,6
933,3221215,2619,17,7,6
934,4114910,3084,17,7,6
935,1015919,3050,17,7,6
936,4617946,3077,17,7,6
937,1062307,2989,17,7,6
938,3424571,2958,17,7,6
939,1034324,2987,17,7,6
940,1034856,2868,17,7,6
941,3023382,3085,17,7,6
942,4070735,2958,17,7,6
943,3827143,3084,17,7,6
944,3825231,2879,17,7,6
945,3823657,2841,17,7,6
946,5166594,2984,17,7,6
947,1078330,3050,17,7,6
948,2128894,2868,17,7,6
949,3049004,3076,17,7,6
950,3221215,2982,17,7,6
951,4007828,2879,17,7,6
952,3066014,3055,17,7,6
953,3065902,2865,17,7,6
954,4006942,2369,17,7,6
955,4619558,2881,17,7,6
956,3053132,2987,17,7,6
957,1009137,2978,17,7,6
958,3007376,3084,17,7,6
959,1014489,3055,17,7,6
960,4302025,2879,17,7,6
961,1024663,2941,17,7,6
962,2082610,3064,17,7,6
963,3048974,2841,17,7,6
964,3049004,2987,17,7,6
965,4619700,3084,17,7,6
966,1012061,3044,17,7,6
967,3424618,3050,17,7,6
968,3426144,3050,17,7,6
969,3426771,3050,17,7,6
970,4214586,2879,17,7,6
971,3426412,2978,17,7,6
972,4840477,3084,17,7,6
973,1008474,3050,17,7,6
974,4607552,2881,17,7,6
975,2086137,2989,17,7,6
976,3049793,2727,17,7,6
977,3325956,2801,17,7,6
978,3200299,2879,17,7,6
979,4020281,3059,17,7,6
980,4189972,3048,17,7,6
981,4223915,2420,17,7,6
982,3426894,2985,17,7,6
983,2051328,2989,17,7,6
984,4607819,3051,17,7,6
985,4208498,3059,17,7,6
986,3423863,2982,17,7,6
987,1053577,2941,17,7,6
988,4117403,3044,17,7,6
989,4226158,2535,17,7,6
990,4446392,2783,17,7,6
991,4437698,2941,17,7,6
992,3036604,2978,17,7,6
993,4240423,2783,17,7,6
994,1090495,2783,17,7,6
995,4617714,2982,17,7,6
996,3856329,3051,17,7,6
997,3426894,3053,17,7,6
998,3009198,2941,17,7,6
999,3004770,2958,17,7,6
1000,3061713,3051,17,7,6
1001,3120473,3047,17,7,6
1002,3332279,3044,17,7,6
1003,3426852,3047,17,7,6
1004,4051906,2783,17,7,6
1005,4010601,2420,17,7,6
1006,3338471,2958,17,7,6
1007,4617925,2980,17,7,6
1008,1010692,2989,17,7,6
1009,1005637,3050,17,7,6
1010,1005638,3050,17,7,6
1011,1005635,3050,17,7,6
1012,4618566,2801,17,7,6
1027,1069590,3116,0,8,7
1028,1087293,3048,0,8,7
1029,3117278,3117,0,8,7
1030,3394335,2801,0,8,7
1031,3063055,3047,0,8,7
1032,1089659,2868,0,8,7
1033,3076154,2619,0,8,7
1034,3076154,2801,0,8,7
1035,3072833,2801,0,8,7
1036,1091582,3050,0,8,7
1037,4143518,3047,0,8,7
1038,1090390,3050,0,8,7
1039,3396746,3044,0,8,7
1040,4618852,2783,0,8,7
1041,1008433,3051,0,8,7
1042,2124623,2868,0,8,7
1048,1050764,2884,10,9,4
1049,1081314,2879,10,9,5
1050,1014424,2987,10,9,5
1051,1017084,3086,10,9,5
1052,1017084,2982,10,9,5
1053,1018548,2829,10,9,8
1054,1062334,3080,10,9,8
1055,1091568,3117,10,9,8
1056,1087937,2884,10,9,8
1057,1050544,2978,10,9,8
1058,3116661,3085,10,9,8
1059,1045264,2841,10,9,8
1060,1091569,2987,10,9,8
1061,1044879,2978,10,9,8
1062,2091950,2783,10,9,8
1063,3390174,3086,10,9,8
1064,1062334,3075,10,9,8
1065,1090579,2982,10,9,8
1066,3425101,2879,10,9,8
1067,1034477,2774,10,9,8
1068,2129119,3141,10,9,8
1069,1034123,3053,10,9,8
1070,1084616,3050,10,9,8
1071,1090671,3050,10,9,8
1072,4618402,3117,10,9,8
1073,1015478,2982,10,9,8
1074,1090815,2879,10,9,8
1075,1090671,3050,10,9,8
1076,1000849,2868,10,9,8
1077,1072630,3129,10,9,8
1078,1087118,2987,10,9,11
1079,2130381,3117,10,9,8
1080,4596213,2987,10,9,8
1081,1090636,3044,10,9,8
1082,2129428,3141,10,9,8
1083,3008075,3117,10,9,8
1084,3054155,2987,10,9,8
1085,3336994,3044,10,9,8
1086,3426584,3055,10,9,8
1087,4240423,2879,10,9,8
1088,3388699,3072,10,9,8
1089,2128955,3053,10,9,8
1090,1026982,3053,10,9,8
1091,1014282,3048,10,9,8
1092,1043866,3083,10,9,8
1093,1088537,3048,10,9,8
1094,4617822,2987,10,9,8
1095,3323299,2783,10,9,8
1096,4618650,2732,10,9,8
1097,2129056,3053,10,9,8
1098,1074035,2841,10,9,8
1099,3033161,3085,10,9,8
1100,3425666,2989,10,9,8
1101,3425188,2865,10,9,8
1102,1090848,3044,10,9,8
1103,4850122,3050,10,9,8
1104,3071210,3044,10,9,8
1105,1090512,3084,10,9,8
1106,1017230,3048,10,9,8
1107,1003688,2987,10,9,8
1108,4449614,2841,10,9,8
1109,2129061,2619,10,9,8
1110,1018240,2801,10,9,8
1111,1023395,3048,10,9,8
1112,3421435,3085,10,9,8
1113,1023166,3048,10,9,8
1114,3336719,2941,10,9,8
1115,4051254,2841,10,9,8
1116,1001042,2989,10,9,8
1117,3425902,2732,10,9,8
1118,3800502,2884,10,9,8
1119,1015255,2982,10,9,8
1120,1079771,3044,10,9,8
1121,1082271,2881,10,9,8
1122,4039133,2881,10,9,8
1123,1084116,3044,10,9,8
1124,4619672,2783,10,9,8
1125,5166155,3077,10,9,8
1126,1090693,2829,10,9,8
1127,4454885,3047,10,9,8
1128,1016294,2982,10,9,8
1129,4618575,2841,10,9,8
1130,1001042,2881,10,9,8
1131,1042429,3048,10,9,8
1132,1042771,3096,10,9,8
1133,3426034,3039,10,9,8
1134,2129326,3141,10,9,8
1135,1000807,2651,10,9,8
1136,1056604,3073,10,9,8
1137,1024663,2879,10,9,8
1138,1090808,2783,10,9,8
1139,1015859,3084,10,9,8
1140,1018159,2865,10,9,8
1141,1041317,2783,10,9,8
1142,1042771,2783,10,9,8
1143,1042823,2783,10,9,8
1144,3426385,3048,10,9,8
1145,1056586,2783,10,9,8
1146,1018468,2987,10,9,8
1147,4000561,2868,10,9,8
1148,1056604,3129,10,9,8
1149,1071159,3053,10,9,8
1150,3054897,2884,10,9,8
1151,1080484,3129,10,9,8
1152,1055265,3086,10,9,8
1153,1064211,3075,10,9,8
1154,1002934,3085,10,9,8
1155,3139165,3040,10,9,8
1156,3143291,3040,10,9,8
1157,1047539,2841,10,9,8
1158,4170126,2980,10,9,8
1159,3168886,3133,10,9,8
1160,1090462,2884,10,9,8
1161,4050412,2841,10,9,8
1162,1043992,2841,10,9,8
1163,1016018,3085,10,9,8
1164,4596046,3055,10,9,8
1175,2128983,2989,5,10,14
1176,3344407,2797,5,10,14
1177,3344407,2989,5,10,14
1178,2803637,2989,5,10,14
1179,2051243,2796,5,10,14
1180,2002860,3096,5,10,14
1181,3079741,2982,5,10,14
1182,3063648,2989,5,10,14
1183,3348906,2989,5,10,14
1184,3080424,2989,5,10,14
1185,3076566,2989,5,10,14
1186,3069262,2989,5,10,14
1187,1061544,2989,5,10,14
1188,1061545,2989,5,10,14
1189,1061546,2989,5,10,14
1190,2128795,2989,5,10,14
1191,2129261,2989,5,10,14
1192,2129283,2989,5,10,14
1193,2002860,2989,5,10,14
1194,2129508,2796,5,10,14
1195,3076513,2989,5,10,14
1197,1015509,3048,13,11,9
1198,3164597,3072,13,11,9
1199,3425985,2984,13,11,9
1200,3164597,2984,13,11,9
1201,4047647,2783,13,11,9
1202,4047647,2783,13,11,9
1203,4617794,2881,13,11,9
1204,3398091,2984,13,11,9
1205,4006399,2783,13,11,9
1206,3426444,3085,13,11,9
1207,3139941,2941,13,11,9
1208,4043627,2884,13,11,9
1209,4623027,3072,1,12,10
1210,3053763,3039,1,12,10
1211,1031513,2868,1,12,10
1212,1057060,2978,1,12,10
1213,4623027,2783,1,12,10
1214,2097408,3055,1,12,10
1215,3062992,2884,1,12,10
1216,3063431,3047,1,12,10
1217,3338415,2801,1,12,10
1218,1008504,2985,1,12,10
1219,4607819,3040,1,12,10
1220,3424210,2801,1,12,10
1221,3000370,2801,1,12,10
1222,4096774,3141,1,12,10
1223,4311413,2987,1,12,10
1224,1001399,3044,1,12,10
1225,1046650,3048,1,12,10
1226,1008504,3086,1,12,10
1227,1005636,3050,1,12,10
1228,3051099,2841,1,12,10
1229,3074795,2958,1,12,10
1230,3049578,3048,1,12,10
1231,1087143,2868,1,12,10
1232,4005637,3048,1,12,10
1233,1008504,3048,1,12,10
1234,1077420,3048,1,12,10
1235,1056982,2668,1,12,10
1236,4618382,3047,1,12,10
1237,1012860,3050,1,12,10
1238,1090716,3050,1,12,10
1239,4119173,2884,1,12,10
1240,3000370,2958,1,12,10
1241,4125214,3084,1,12,10
1242,1038647,3086,1,12,10
1243,1016004,3141,1,12,10
1244,1001069,3048,1,12,10
1245,3001020,2884,1,12,10
1246,3053921,3080,1,12,10
1247,4617968,2987,1,12,10
1248,1013627,3075,1,12,10
1249,1001934,2865,1,12,10
1250,3223073,2456,1,12,10
1251,1005160,2801,1,12,10
1252,3327993,2574,1,12,10
1253,1083922,2980,1,12,10
1254,3064558,2865,1,12,10
1255,1810014,2865,1,12,10
1256,1057739,2865,1,12,10
1257,3001727,2884,1,12,10
1258,3223073,3072,1,12,10
1259,1053735,2868,1,12,10
1260,1075618,3048,1,12,10
1261,1077419,3068,1,12,10
1262,1809790,3053,1,12,10
1263,1077416,3048,1,12,10
1264,1077421,3068,1,12,10
1265,4005063,3050,1,12,10
1266,1091575,2797,1,12,10
1267,1077419,3048,1,12,10
1268,1077421,3048,1,12,10
1269,1007046,2865,1,12,10
1270,1050282,2989,1,12,10
1271,3223073,3047,1,12,10
1272,2129237,2868,1,12,10
1273,3424758,2958,1,12,10
1274,1023166,2868,1,12,10
1275,3137584,2801,1,12,10
1276,1053478,2868,1,12,10
1277,1050732,2868,1,12,10
1278,3023382,2865,1,12,10
1279,3023383,2865,1,12,10
1280,3426406,3077,1,12,10
1281,1013627,2868,1,12,10
1282,1090365,3050,1,12,10
1283,1047438,2868,1,12,10
1284,1083922,2868,1,12,10
1285,3029723,2865,1,12,10
1286,3800502,3050,1,12,10
1287,2831457,3050,1,12,10
1288,2128977,3050,1,12,10
1289,1023760,2868,1,12,10
1290,1016934,3086,1,12,10
1291,3254894,3050,1,12,10
1292,3426467,3084,1,12,10
1293,1016079,3050,1,12,10
1294,3087714,3084,1,12,10
1295,1016934,2868,1,12,10
1296,1010631,3048,1,12,10
1297,3022776,2978,1,12,10
1298,3249463,2865,1,12,10
1299,1020438,3048,1,12,10
1300,1020092,3048,1,12,10
1301,3009198,2958,1,12,10
1302,3032116,3047,1,12,10
1303,3062157,2884,1,12,10
1304,3075348,2987,1,12,10
1305,1012239,2865,1,12,10
1306,3327993,2799,1,12,10
1307,3327993,2865,1,12,10
1308,3063859,2989,1,12,10
1309,3426272,2941,1,12,10
1310,3005723,2941,1,12,10
1311,3068837,2801,1,12,10
1312,3421742,3055,1,12,10
1313,4008477,2841,1,12,10
1314,4617734,3059,1,12,10
1315,2092070,3050,1,12,10
1316,3140175,2941,1,12,10
1317,3424210,2865,1,12,10
1318,4437182,2941,1,12,10
1319,4619569,2941,1,12,10
1320,4619570,2941,1,12,10
1321,1087714,3050,1,12,10
1325,4206854,3133,19,13,5
1326,4206854,3080,19,13,5
1327,4206854,3050,19,13,5
1328,1034477,2774,19,13,8
1329,1033994,3129,19,13,11
1330,1090662,3141,19,13,11
1331,2128915,3053,19,13,11
1332,1040356,3086,19,13,11
1333,4618398,3084,19,13,11
1334,1028231,2881,19,13,11
1335,3244341,3076,19,13,11
1336,3003109,2995,19,13,11
1337,4003144,2982,19,13,11
1338,2083678,3096,19,13,11
1339,3425805,3116,19,13,11
1340,1001028,2879,19,13,11
1341,3166699,2987,19,13,11
1342,1084069,3085,19,13,11
1343,3817434,3133,19,13,11
1344,3156347,2987,19,13,11
1345,1090492,2865,19,13,11
1346,4004866,2841,19,13,11
1347,1090459,2619,19,13,11
1348,3139235,2884,19,13,11
1349,4605306,2879,19,13,11
1350,1003074,2984,19,13,11
1351,1015509,3048,19,13,11
1352,1031752,2801,19,13,11
1353,3331956,3053,19,13,11
1354,1050732,3102,19,13,11
1355,3074894,2958,19,13,11
1356,4581890,2987,19,13,11
1357,3137729,3055,19,13,11
1358,4614966,2841,19,13,11
1359,2129250,2879,19,13,11
1360,3049740,3055,19,13,11
1361,1090337,3055,19,13,11
1362,4138995,2987,19,13,11
1363,1008181,3055,19,13,11
1364,3136388,2881,19,13,11
1365,4285492,2987,19,13,11
1366,3140922,2829,19,13,11
1367,4595634,2774,19,13,11
1368,4618650,2841,19,13,11
1369,3073909,3044,19,13,11
1370,3055499,3044,19,13,11
1371,4004559,2841,19,13,11
1372,3425902,2829,19,13,11
1373,3068064,3047,19,13,11
1374,3132935,3116,19,13,11
1375,3331091,3044,19,13,11
1376,2818945,3044,19,13,11
1377,3830946,2995,19,13,11
1378,3331095,3044,19,13,11
1379,3397041,3085,19,13,11
1380,3081923,3044,19,13,11
1381,4518765,2976,19,13,11
1382,4618611,3047,19,13,11
1383,4441109,2841,19,13,11
1384,1002735,3129,19,13,11
1385,4147493,3047,19,13,11
1386,2129061,3075,19,13,11
1387,3425966,2987,19,13,11
1388,3000191,3044,19,13,11
1389,4068160,2881,19,13,11
1390,4618195,2868,19,13,11
1391,3076154,2619,19,13,11
1392,3072011,3084,19,13,11
1393,4005121,2868,19,13,11
1394,4112156,3047,19,13,11
1395,1061514,3055,19,13,11
1396,3802563,2829,19,13,11
1397,3055241,2727,19,13,11
1398,3426055,2987,19,13,11
1399,3421419,2987,19,13,11
1400,3426056,2987,19,13,11
1401,3174834,2774,19,13,11
1402,4004867,2841,19,13,11
1403,3009139,2829,19,13,11
1404,3050490,2232,19,13,11
1405,1087143,2732,19,13,11
1406,1064210,2868,19,13,11
1407,4614981,3050,19,13,11
1408,1013735,2881,19,13,11
1409,3336084,3047,19,13,11
1410,3832867,3047,19,13,11
1411,1027117,3116,19,13,11
1412,1059506,2865,19,13,11
1413,3424252,3044,19,13,11
1414,3326133,2879,19,13,11
1415,1806405,2987,19,13,11
1416,2014682,3085,19,13,11
1417,3426521,2879,19,13,11
1418,3210350,3047,19,13,11
1419,3056707,3048,19,13,11
1420,3048270,2881,19,13,11
1421,3044622,2879,19,13,11
1422,1047636,3044,19,13,11
1423,2129026,2865,19,13,11
1424,3336719,2868,19,13,11
1425,3800399,2868,19,13,11
1426,1015090,3050,19,13,11
1427,4006651,3055,19,13,11
1428,3137303,2884,19,13,11
1429,3428525,2783,19,13,11
1430,1000807,2783,19,13,11
1431,1090466,3050,19,13,11
1432,2092141,2783,19,13,11
1433,4618195,2868,19,13,11
1434,3421369,2987,19,13,11
1435,4607498,2868,19,13,11
1436,1010360,3141,19,13,11
1437,3043069,3085,19,13,11
1438,3072045,2982,19,13,11
1439,3007037,2879,19,13,11
1440,3043203,3085,19,13,11
1441,1022708,3050,7,17,15
1442,5013507,2982,7,17,15
1443,3424448,2879,7,17,15
1444,4619718,2941,7,17,15
1445,3044162,2995,7,17,15
1446,2058214,2870,7,17,15
1447,3044162,2879,7,17,15
1448,1017592,2396,7,17,15
1449,1075884,3050,7,17,15
1450,3421683,2879,7,17,15
1451,1008504,3048,7,17,15
1452,3255570,3129,7,17,15
1453,3356962,2976,7,17,15
1454,3328598,3055,7,17,15
1455,3426550,2958,7,17,15
1456,2003211,3053,7,17,15
1457,4215614,2783,7,17,15
1458,3180577,3085,7,17,15
1459,1063355,2868,7,17,15
1460,1090811,2619,7,17,15
1461,1090811,3102,7,17,15
1462,2128973,2796,7,17,15
1463,4004666,3048,7,17,15
1464,4004666,3048,7,17,15
1465,4438804,2783,7,17,15
1466,3055633,2982,7,17,15
1467,3055633,2982,7,17,15
1468,4303250,2829,7,17,15
1469,3325006,2976,7,17,15
1470,4617776,2941,7,17,15
1471,2127285,2989,7,17,15
1472,3119764,3084,7,17,15
1473,3426388,2982,7,17,15
1474,3426388,2982,7,17,15
1475,3072011,3084,7,17,15
1476,1014557,2958,7,17,15
1477,4285492,3048,7,17,15
1478,4121377,2958,7,17,15
1479,3425870,2941,7,17,15
1480,3425973,3044,7,17,15
1481,4020580,2841,6,18,2
1482,3064040,3096,6,18,2
1483,3006007,3084,6,18,2
1484,4619558,3047,6,18,2
1485,3044621,2987,6,18,2
1486,4607552,2783,6,18,2
1487,4607473,2783,6,18,2
1488,3064040,3129,6,18,2
1489,3426005,2989,6,18,2
1490,2129319,2958,6,18,2
1491,3079741,2879,6,18,2
1492,3426000,2865,6,18,2
1493,1064096,2868,6,18,2
1494,3055499,3051,6,18,2
1495,1015182,3048,6,18,2
1496,4043628,2884,6,18,2
1497,1031098,3047,6,18,2
1498,1015182,3048,6,18,2
1499,1015182,3048,6,18,2
1500,1090692,2984,6,18,4
1501,1023730,2881,6,18,4
1502,3007667,2619,6,18,4
1503,3007667,2783,6,18,4
1504,3390174,2879,6,18,8
1506,3244341,3096,6,18,11
1507,3244341,3085,6,18,11
1508,1013332,2987,6,18,17
1509,2089845,2783,6,18,17
1510,3426639,2879,6,18,17
1511,4004561,3084,6,18,17
1512,3030586,2958,6,18,17
1513,3045592,2879,6,18,17
1514,1031236,2868,6,18,17
1515,4038795,2783,6,18,17
1518,3060855,3047,6,18,12
1519,4006942,2796,6,18,12
1521,1090459,2783,11,19,11
1522,2094444,2841,11,19,16
1523,1012291,2884,11,19,16
1524,3053728,2995,11,19,16
1525,3078708,3059,11,19,16
1526,2011669,2989,11,19,16
1527,2092432,2865,11,19,16
1528,1007556,3129,11,19,16
1529,4614980,2987,11,19,16
1530,4069413,3044,11,19,16
1531,2128391,3044,11,19,16
1532,3055420,3055,11,19,16
1533,4000558,3070,11,19,16
1534,1001014,2783,11,19,16
1535,1014007,3077,11,19,16
1536,1089807,2987,11,19,16
1537,3000519,3047,11,19,16
1538,3398403,2881,11,19,16
1539,3854626,3084,11,19,16
1540,4473750,2987,11,19,16
1541,3137492,2796,11,19,16
1542,4617821,2783,11,19,16
1543,1080089,3070,11,19,16
1544,3244341,3076,11,19,16
1545,3418326,2774,11,19,16
1546,3425771,3084,11,19,16
1547,3426644,2879,11,19,16
1548,3244341,2879,11,19,16
1549,3425958,3084,11,19,16
1550,3423889,2774,11,19,16
1551,1080089,3072,11,19,16
1552,3426643,2774,11,19,16
1553,1080089,2987,11,19,16
1554,3043981,2841,11,19,16
1555,3023170,2984,11,19,16
1556,3039815,2978,11,19,16
1557,3428663,3102,11,19,16
1558,1022613,3048,11,19,16
1559,4617675,2879,11,19,16
1560,2129130,3044,11,19,16
1561,4000558,3048,11,19,16
1562,1012860,2881,11,19,16
1563,4210624,2543,11,19,16
1564,4004370,3070,11,19,16
1565,4618927,2987,11,19,16
1566,3014802,2829,11,19,16
1567,4617946,3077,11,19,16
1568,4210624,2543,11,19,16
1569,4009030,3044,11,19,16
1570,3325956,2995,11,19,16
1571,2086320,2839,11,19,16
1572,4004370,3048,11,19,16
1573,2058071,2796,11,19,16
1574,3325956,3055,11,19,16
1575,2086320,3141,11,19,16
1576,4210624,2984,11,19,16
1577,3425920,2982,11,19,16
1578,4070667,3050,11,19,16
1579,4617379,2884,11,19,16
1580,3107004,2796,11,19,16
1581,2000749,2796,11,19,16
1582,4063365,2978,11,19,16
1583,3426460,2984,11,19,16
1584,3425088,3044,11,19,16
1585,3322393,3085,11,19,16
1586,3004903,2550,11,19,16
1587,3418352,2550,11,19,16
1588,3029709,2865,11,19,16
1589,4618650,2987,11,19,16
1590,3421378,2801,11,19,16
1591,3043170,3044,11,19,16
1592,4298172,3084,11,19,16
1593,1015266,3050,11,19,16
1594,4615227,3084,11,19,16
1595,3071924,2783,11,19,16
1596,1004126,2796,11,19,16
1597,2128984,2989,11,19,16
1598,3425315,3044,11,19,16
1599,1049836,3053,11,19,16
1600,1008840,3048,11,19,16
1601,2042235,3053,11,19,16
1602,3067856,3077,11,19,16
1603,1014282,2783,11,19,16
1604,1038044,3048,11,19,16
1605,5171440,2978,11,19,16
1606,4607363,2958,11,19,16
1607,1000815,3048,11,19,16
1608,3198028,2732,11,19,16
1609,3010747,2978,11,19,16
1610,3010655,2978,11,19,16
1611,3043272,3047,11,19,16
